Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2011-236T11:27:11.6563Z [Aug 24] ( 26.568,  89.150)      40897            60       3       7    78453
2011-236T11:27:12.3080Z [Aug 24] ( 26.570,  89.159)      60582             1       2      10    78453
2011-236T11:27:22.1592Z [Aug 24] ( 26.656,  89.681)     690165           558      15      59    78453
2011-236T11:27:22.6335Z [Aug 24] ( 26.755,  87.919)    3944225           145       4      49    78453
2011-236T11:27:23.5411Z [Aug 24] ( 26.751,  88.318)     117006           172       5      15    78453
2011-236T11:27:36.9876Z [Aug 24] ( 25.976,  87.990)      87217           393       6      15    78453
2011-236T11:27:40.5077Z [Aug 24] ( 26.040,  90.682)    2569704           261      36     168    78453
2011-236T11:27:47.7056Z [Aug 24] ( 26.149,  90.641)    1084507           361      27     112    78453
2011-236T11:27:47.8774Z [Aug 24] ( 26.202,  90.568)      63730             3       3      12    78453
2011-236T11:27:53.5839Z [Aug 24] ( 26.591,  89.697)    1679535           309      29     127    78453
2011-236T11:27:55.0392Z [Aug 24] ( 26.692,  89.961)     148366            11       5      19    78453
2011-236T11:27:55.1864Z [Aug 24] ( 26.752,  89.979)     281703            89       9      36    78453
2011-236T11:27:58.5738Z [Aug 24] ( 26.868,  88.185)     928205           175       6     106    78453
2011-236T11:27:59.2974Z [Aug 24] ( 26.870,  88.201)    1199650           250       9     135    78453
2011-236T11:28:00.0024Z [Aug 24] ( 26.894,  90.002)    1518240           379      48     157    78453
2011-236T11:28:25.6689Z [Aug 24] ( 26.638,  89.673)     309430           361      12      38    78453
2011-236T11:28:43.8300Z [Aug 24] ( 25.999,  90.676)     655237           535      16      66    78453
2011-238T09:36:02.7008Z [Aug 26] ( 27.303,  91.311)     320218           345       9      26    78483
2011-238T09:36:39.0657Z [Aug 26] ( 27.383,  91.310)     621275           185      17      39    78483
2011-238T09:37:00.7302Z [Aug 26] ( 27.349,  91.289)     221242           264       7      19    78483
2011-238T11:15:21.7406Z [Aug 26] ( 21.583,  92.252)     200441            62       7      25    78484
2011-238T11:15:21.8371Z [Aug 26] ( 21.503,  92.245)     247459           120       7      26    78484
2011-239T10:17:42.6123Z [Aug 27] ( 23.905,  87.621)     179931           300       5      13    78499
2011-239T10:17:46.5947Z [Aug 27] ( 23.885,  87.769)      46410           141       2       6    78499
2011-239T10:17:55.2750Z [Aug 27] ( 25.821,  89.433)      31535             0       1       3    78499
2011-239T10:18:00.7538Z [Aug 27] ( 25.820,  89.351)      39640             0       1       2    78499
2011-239T10:18:03.7905Z [Aug 27] ( 25.903,  89.061)     159325            33       3       9    78499
2011-239T10:18:09.3245Z [Aug 27] ( 25.912,  89.100)      28722             0       1       3    78499
2011-239T10:18:09.5271Z [Aug 27] ( 23.897,  87.808)     144079            33       4      11    78499
2011-239T10:18:11.0883Z [Aug 27] ( 26.025,  90.666)      57540             0       1       4    78499
2011-239T10:18:23.5982Z [Aug 27] ( 25.823,  89.421)      70995            82       2       7    78499
2011-239T10:18:23.8309Z [Aug 27] ( 25.769,  91.501)     450627           249       9      33    78499
2011-239T10:18:24.9841Z [Aug 27] ( 25.899,  89.071)      92740            94       5       7    78499
2011-239T10:18:25.0540Z [Aug 27] ( 25.794,  91.668)     159655           241       9      16    78499
2011-239T10:18:25.7505Z [Aug 27] ( 25.988,  90.581)    1709148           137      12      71    78499
2011-239T10:18:27.3313Z [Aug 27] ( 23.893,  87.747)     342116           229       4      24    78499
2011-239T10:18:27.8238Z [Aug 27] ( 25.753,  91.523)     129626            92       5      12    78499
2011-239T10:18:28.0027Z [Aug 27] ( 23.890,  87.633)      75007           191       6       9    78499
2011-239T10:18:31.8273Z [Aug 27] ( 22.778,  88.181)     524431           227       7      44    78499
2011-239T10:18:34.7187Z [Aug 27] ( 26.010,  90.639)      95922            32       3       7    78499
2011-239T10:18:38.1604Z [Aug 27] ( 25.781,  91.457)     769497           250      12      71    78499
2011-239T10:18:40.0779Z [Aug 27] ( 25.881,  89.115)      64336           107       4       8    78499
2011-239T10:18:42.5558Z [Aug 27] ( 25.753,  91.500)      62978           207       4       7    78499
2011-239T10:18:43.7965Z [Aug 27] ( 24.241,  92.330)     748335           361      24      56    78499
2011-239T10:18:47.8879Z [Aug 27] ( 24.019,  91.974)     565261           127      13      39    78499
2011-239T10:18:49.0251Z [Aug 27] ( 26.003,  90.667)      78299           128       4       6    78499
2011-239T10:18:50.5773Z [Aug 27] ( 25.753,  91.518)      61435           213       3       5    78499
2011-239T10:18:58.5360Z [Aug 27] ( 24.189,  92.356)      75797           114       4       8    78499
2011-239T10:19:03.4455Z [Aug 27] ( 25.795,  89.404)      61052            58       3       9    78499
2011-239T10:19:04.8922Z [Aug 27] ( 25.725,  91.545)     231858           289       5      17    78499
2011-239T10:19:07.7389Z [Aug 27] ( 25.813,  89.439)     100037           107       5      11    78499
2011-239T10:19:14.5659Z [Aug 27] ( 25.763,  91.660)     108997           211       7      13    78499
2011-239T10:19:15.3056Z [Aug 27] ( 24.183,  92.497)      57900            76       3       7    78499
2011-239T10:19:18.2438Z [Aug 27] ( 25.734,  91.531)     332411           467       6      24    78499
2011-239T10:19:25.3804Z [Aug 27] ( 24.188,  92.495)      85379           138       5      11    78499
2011-239T10:19:25.6151Z [Aug 27] ( 25.768,  91.489)     364992           113       5      41    78499
2011-239T10:19:38.4671Z [Aug 27] ( 25.738,  91.521)      66089            46       2       8    78499
2011-239T10:19:44.9791Z [Aug 27] ( 25.746,  91.511)     131818           139       4      17    78499
2011-239T10:19:45.6791Z [Aug 27] ( 24.192,  92.412)      33914            30       4       6    78499
2011-239T10:19:47.4680Z [Aug 27] ( 25.735,  91.683)     155438           128       5      15    78499
2011-239T10:19:58.4719Z [Aug 27] ( 24.211,  92.350)     113186            50       5      16    78499
2011-239T10:20:03.3995Z [Aug 27] ( 24.378,  91.953)      80493           195       5      11    78499
2011-240T09:22:38.0624Z [Aug 28] ( 25.553,  89.831)      78995           125       3       7    78514
2011-240T09:23:04.5761Z [Aug 28] ( 25.591,  89.892)      75370           121       5       8    78514
2011-240T09:23:06.0479Z [Aug 28] ( 25.576,  89.822)     169006           257       7      17    78514
2011-240T09:23:54.0182Z [Aug 28] ( 25.607,  89.887)     489203           599      14      42    78514
2011-241T08:27:14.6341Z [Aug 29] ( 25.756,  90.077)    1095492           687      10      55    78529
2011-241T08:27:14.6914Z [Aug 29] ( 25.712,  90.096)     211367           630       7      20    78529
2011-241T08:27:33.5057Z [Aug 29] ( 25.751,  91.404)     354514           291      12      32    78529
2011-241T08:27:38.2790Z [Aug 29] ( 25.648,  91.181)     109975           254       3      11    78529
2011-241T08:27:42.8860Z [Aug 29] ( 25.524,  91.149)     156294           189       6      13    78529
2011-241T08:27:43.0362Z [Aug 29] ( 25.642,  91.375)      11400             0       1       1    78529
2011-241T08:27:45.6000Z [Aug 29] ( 25.761,  91.415)     102911            48       4       7    78529
2011-241T08:27:46.5975Z [Aug 29] ( 25.681,  91.501)      91874            69       3       9    78529
2011-241T08:27:53.8436Z [Aug 29] ( 25.844,  90.157)      61955            85       4       8    78529
2011-241T08:27:56.5974Z [Aug 29] ( 25.773,  91.309)      47796           180       5       6    78529
2011-241T08:28:01.1470Z [Aug 29] ( 25.729,  91.134)     390148            83       3      41    78529
2011-241T08:28:01.6214Z [Aug 29] ( 25.762,  91.077)      86254           490       6      13    78529
2011-241T08:28:01.6214Z [Aug 29] ( 25.701,  91.143)     547415          1097       9      55    78529
2011-241T08:28:01.6234Z [Aug 29] ( 25.683,  91.141)    1987971           345       4      98    78529
2011-241T08:28:04.5525Z [Aug 29] ( 25.774,  91.399)      43055           166       5       6    78529
2011-241T08:28:05.2204Z [Aug 29] ( 25.697,  91.218)     193078            60       6      19    78529
2011-241T08:28:07.7218Z [Aug 29] ( 25.712,  91.469)     205094           112       6      23    78529
2011-241T08:28:11.1308Z [Aug 29] ( 25.801,  91.376)      63097            39       2       6    78529
2011-241T08:28:14.0509Z [Aug 29] ( 25.717,  91.487)     186530           216       9      18    78529
2011-241T08:28:18.1961Z [Aug 29] ( 25.797,  91.417)    5778941           766      34     244    78529
2011-241T08:28:18.6614Z [Aug 29] ( 25.615,  91.164)     335706           338      10      27    78529
2011-241T08:28:29.6658Z [Aug 29] ( 25.778,  91.412)     344186           193       4      18    78529
2011-241T08:28:30.0703Z [Aug 29] ( 25.732,  91.492)     161038            85       5      19    78529
2011-241T08:28:31.2627Z [Aug 29] ( 25.703,  91.366)      89792           245       4      11    78529
2011-241T08:28:31.5492Z [Aug 29] ( 25.853,  89.933)      43121            82       3       7    78529
2011-241T08:28:33.3431Z [Aug 29] ( 25.642,  91.085)     180070           659      10      20    78529
2011-241T08:28:37.6707Z [Aug 29] ( 25.571,  91.034)      91147           467       7      10    78529
2011-241T08:28:37.8913Z [Aug 29] ( 25.764,  91.430)      89405           176       3      10    78529
2011-241T08:28:44.1364Z [Aug 29] ( 25.736,  91.485)     359330           234      10      38    78529
2011-241T08:28:45.7907Z [Aug 29] ( 25.874,  89.977)     154183           231       8      16    78529
2011-241T08:28:46.4279Z [Aug 29] ( 25.779,  91.419)      73435           106       5      11    78529
2011-241T08:28:51.2228Z [Aug 29] ( 25.658,  91.141)     436721           465      10      34    78529
2011-242T09:09:55.5614Z [Aug 30] ( 24.399,  87.508)     992865           272      12      56    78545
2011-242T09:09:59.1513Z [Aug 30] ( 24.333,  87.567)    4416061           370      16     183    78545
2011-242T09:10:07.9517Z [Aug 30] ( 23.959,  90.258)      16180             0       1       1    78545
2011-242T09:10:18.1018Z [Aug 30] ( 24.288,  88.006)      63694           137       2       4    78545
2011-242T09:10:28.1695Z [Aug 30] ( 23.936,  90.278)      33558             0       1       3    78545
2011-242T09:10:46.2160Z [Aug 30] ( 24.244,  88.038)      74652           135       2       7    78545
2011-243T01:42:37.0837Z [Aug 31] ( 21.964,  90.633)     548040           100      14      55    78556
2011-243T08:14:27.1399Z [Aug 31] ( 24.093,  88.750)      98047            71       4       8    78560
2011-243T08:14:36.9282Z [Aug 31] ( 25.559,  91.439)    3253018           166      13      94    78560
2011-243T08:14:49.8572Z [Aug 31] ( 25.557,  91.661)     337509           157       8      18    78560
2011-243T08:14:51.6637Z [Aug 31] ( 25.429,  91.462)     428158           180      14      28    78560
2011-243T08:15:04.5053Z [Aug 31] ( 25.517,  91.633)    2827130           390      11      88    78560
2011-243T08:15:26.0517Z [Aug 31] ( 25.563,  91.691)     273363            20       6      14    78560
2011-243T08:15:27.8763Z [Aug 31] ( 22.145,  91.918)     118038           109       6      12    78560
2011-244T07:19:14.5381Z [Sep 01] ( 25.670,  91.077)     138920           188       6      12    78575
2011-244T07:20:17.5272Z [Sep 01] ( 25.087,  92.065)    1909800            60      35      35    78575
2011-246T07:06:36.6937Z [Sep 03] ( 23.204,  87.621)     233290            39       6      25    78606
2011-246T23:38:28.8521Z [Sep 03] ( 24.409,  90.815)     456776           281      14      40    78617
2011-247T06:09:49.6867Z [Sep 04] ( 24.227,  88.273)      76072           113       3       9    78621
2011-247T22:43:08.7547Z [Sep 04] ( 24.070,  92.020)     515744           461      23      72    78632
2011-247T22:43:09.2722Z [Sep 04] ( 23.929,  92.074)     216325            39      10      32    78632
2011-247T22:43:25.8268Z [Sep 04] ( 24.169,  91.546)     279608            25       9      37    78632
2011-248T23:25:06.4364Z [Sep 05] ( 26.723,  91.282)      42386             0       1       9    78648
2011-248T23:25:06.5082Z [Sep 05] ( 26.598,  91.322)      72577             0       1      15    78648
2011-248T23:25:06.5334Z [Sep 05] ( 26.666,  91.288)      56078             0       1      12    78648
2011-248T23:25:11.4730Z [Sep 05] ( 26.107,  92.318)     727888           576      20     109    78648
2011-248T23:25:11.7559Z [Sep 05] ( 26.012,  92.321)      41806             0       1       4    78648
2011-248T23:25:20.8980Z [Sep 05] ( 26.623,  92.175)     573117           446      33      86    78648
2011-248T23:25:21.2759Z [Sep 05] ( 26.166,  92.291)     351068           104       3      43    78648
2011-248T23:25:26.5793Z [Sep 05] ( 26.234,  92.103)      13652             3       2       3    78648
2011-248T23:25:26.6974Z [Sep 05] ( 26.370,  92.059)      15076             0       1       3    78648
2011-248T23:25:34.4521Z [Sep 05] ( 26.547,  92.486)     314834            37       2      45    78648
2011-248T23:25:34.4627Z [Sep 05] ( 26.495,  92.452)     212568            82       5      27    78648
2011-248T23:26:01.2000Z [Sep 05] ( 26.600,  91.354)     973079           372      29     157    78648
2011-248T23:26:01.5708Z [Sep 05] ( 26.736,  91.275)       7844             0       1       2    78648
2011-248T23:26:04.0969Z [Sep 05] ( 26.458,  91.756)    3082451           580      25     275    78648
2011-248T23:26:04.2904Z [Sep 05] ( 26.550,  91.761)     145846           383       6      29    78648
2011-248T23:26:08.1577Z [Sep 05] ( 26.598,  92.249)    3611916           630      69     383    78648
2011-248T23:26:16.1772Z [Sep 05] ( 26.242,  92.244)      80174           340       6      22    78648
2011-248T23:26:20.6269Z [Sep 05] ( 26.094,  91.904)      93576             5       4      20    78648
2011-248T23:26:24.0660Z [Sep 05] ( 26.350,  92.135)     125970            25       2      26    78648
2011-248T23:26:24.6017Z [Sep 05] ( 26.597,  92.493)     765442           433      35     119    78648
2011-248T23:26:24.6695Z [Sep 05] ( 26.778,  91.284)      47884            82       2      13    78648
2011-248T23:26:31.8564Z [Sep 05] ( 26.686,  92.349)     851919           483      17     128    78648
2011-248T23:26:45.3924Z [Sep 05] ( 26.225,  92.301)     212788           236       4      39    78648
2011-249T05:56:51.3522Z [Sep 06] ( 22.930,  87.919)     102467           137       3       7    78652
2011-249T05:57:41.1506Z [Sep 06] ( 22.784,  88.866)    1053542           653      17      66    78652
2011-250T05:01:24.8447Z [Sep 07] ( 24.315,  89.491)     123582           184       4      13    78667
2011-250T05:01:29.7401Z [Sep 07] ( 24.183,  88.579)     571095           366       9      50    78667
