Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2011-121T14:47:09.3239Z [May 01] ( 22.318,  87.718)      75193            59       4      12    76663
2011-121T14:47:11.7822Z [May 01] ( 22.600,  88.009)      51431           164       4       8    76663
2011-121T14:47:15.7605Z [May 01] ( 22.625,  87.989)      73893           150       6      12    76663
2011-121T21:18:40.5442Z [May 01] ( 25.284,  90.139)     483265          1099      20      69    76667
2011-121T21:18:40.6874Z [May 01] ( 25.274,  90.082)      24244             1       2       6    76667
2011-121T21:18:43.9035Z [May 01] ( 25.077,  90.652)     466745           465      10      42    76667
2011-121T21:18:43.9231Z [May 01] ( 25.096,  90.633)     497039           569      15      51    76667
2011-121T21:18:45.5542Z [May 01] ( 25.160,  90.755)     240038           213       8      22    76667
2011-121T21:18:50.0069Z [May 01] ( 24.913,  89.962)      39068           107       6       8    76667
2011-121T21:18:53.7616Z [May 01] ( 24.432,  89.702)     127833           182       6      14    76667
2011-121T21:18:57.0757Z [May 01] ( 24.951,  89.985)      12445             2       2       2    76667
2011-121T21:19:00.8414Z [May 01] ( 25.187,  90.085)       8084            35       2       2    76667
2011-121T21:19:02.2700Z [May 01] ( 25.054,  90.741)     302301           112       9      35    76667
2011-121T21:19:04.3755Z [May 01] ( 25.017,  92.042)      29485           150       7       7    76667
2011-121T21:19:05.5896Z [May 01] ( 24.536,  89.745)      94720            48       2      11    76667
2011-121T21:19:07.8901Z [May 01] ( 24.996,  92.115)      25978            69       3       5    76667
2011-121T21:19:08.2519Z [May 01] ( 24.890,  91.982)      66934           227       7      15    76667
2011-121T21:19:08.3273Z [May 01] ( 24.859,  92.079)       9694             3       2       2    76667
2011-121T21:19:09.0378Z [May 01] ( 25.247,  90.720)     855669           555      35     114    76667
2011-121T21:19:09.4227Z [May 01] ( 25.402,  90.641)     131405           172      11      25    76667
2011-121T21:19:09.4514Z [May 01] ( 25.439,  90.685)      23958           122       2       3    76667
2011-121T21:19:12.3252Z [May 01] ( 24.925,  92.088)      46125            11       2       5    76667
2011-121T21:19:13.8865Z [May 01] ( 25.029,  92.030)     190176           143      11      28    76667
2011-121T21:19:16.2895Z [May 01] ( 25.008,  92.136)      31092           125       3       4    76667
2011-121T21:19:16.8980Z [May 01] ( 25.042,  92.093)      16674           134       3       4    76667
2011-121T21:19:17.4709Z [May 01] ( 24.972,  90.772)     846588           270      11      30    76667
2011-121T21:19:18.0065Z [May 01] ( 25.317,  92.109)     561112           628      24      72    76667
2011-121T21:19:20.1246Z [May 01] ( 24.836,  92.047)     183259           159       7      23    76667
2011-121T21:19:20.8070Z [May 01] ( 24.941,  92.028)     193853           146       9      18    76667
2011-121T21:19:20.8999Z [May 01] ( 24.515,  89.753)     150264            92       6      20    76667
2011-121T21:19:23.6482Z [May 01] ( 25.083,  92.046)     146228           238      14      25    76667
2011-121T21:19:24.4577Z [May 01] ( 25.019,  92.073)     309310           209      11      24    76667
2011-121T21:19:25.2722Z [May 01] ( 25.010,  92.109)      17707            58       2       4    76667
2011-121T21:19:26.4466Z [May 01] ( 24.994,  92.046)      27248             0       1       4    76667
2011-121T21:19:26.5486Z [May 01] ( 24.889,  92.068)     110842           215       8      17    76667
2011-121T21:19:27.3833Z [May 01] ( 25.027,  92.114)      41090            75       2       6    76667
2011-121T21:19:27.4370Z [May 01] ( 25.048,  90.759)     103953           207       5      14    76667
2011-121T21:19:27.8808Z [May 01] ( 25.077,  92.083)      15625             2       2       3    76667
2011-121T21:19:28.7958Z [May 01] ( 25.124,  90.164)    1012004           270      15      71    76667
2011-121T21:19:30.0652Z [May 01] ( 25.001,  92.031)      46116            14       2       5    76667
2011-121T21:19:30.4752Z [May 01] ( 25.276,  90.305)     761304           470      12      63    76667
2011-121T21:19:30.6079Z [May 01] ( 24.589,  89.818)      97534           343      13      18    76667
2011-121T21:19:30.6742Z [May 01] ( 25.351,  90.321)    2442919           336      12     164    76667
2011-121T21:19:30.7028Z [May 01] ( 25.208,  92.055)     727593           497      24      82    76667
2011-121T21:19:30.8852Z [May 01] ( 25.484,  90.346)     279825            21       9      38    76667
2011-121T21:19:31.8129Z [May 01] ( 25.085,  92.055)      95338           137       8      17    76667
2011-121T21:19:35.5550Z [May 01] ( 25.009,  92.058)      35898            10       2       5    76667
2011-121T21:19:36.7741Z [May 01] ( 25.104,  92.187)    5871690          1072      97     454    76667
2011-121T21:19:37.5766Z [May 01] ( 24.996,  92.075)      40856             0       1       5    76667
2011-121T21:19:39.2218Z [May 01] ( 24.930,  92.120)      22755            66       4       4    76667
2011-121T21:19:39.2972Z [May 01] ( 24.993,  92.083)      13886             0       1       2    76667
2011-121T21:19:40.9946Z [May 01] ( 25.121,  90.823)    1754261           540      32     116    76667
2011-121T21:19:41.7785Z [May 01] ( 24.999,  90.840)      24431             0       1       4    76667
2011-121T21:19:41.9343Z [May 01] ( 25.263,  92.169)     105812            30       4      13    76667
2011-121T21:19:43.4207Z [May 01] ( 24.867,  92.020)     978827           422      21      69    76667
2011-121T21:19:43.7981Z [May 01] ( 24.588,  89.315)    1164971           303      31      88    76667
2011-121T21:19:44.7383Z [May 01] ( 25.076,  92.065)     116257            32       4      15    76667
2011-121T21:19:44.9639Z [May 01] ( 24.976,  92.118)      16097           130       3       4    76667
2011-121T21:19:45.1072Z [May 01] ( 24.644,  89.846)     300520            41       5      26    76667
2011-121T21:19:46.5860Z [May 01] ( 25.039,  92.113)     157264           105       4      14    76667
2011-121T21:19:47.0177Z [May 01] ( 25.215,  90.290)     156457           440       7      23    76667
2011-121T21:19:47.2755Z [May 01] ( 24.993,  92.057)      33799            46       3       5    76667
2011-121T21:19:49.0533Z [May 01] ( 24.745,  90.647)     116781            37       8      15    76667
2011-121T21:19:50.6020Z [May 01] ( 24.990,  92.117)      39809            78       3       5    76667
2011-121T21:19:51.5367Z [May 01] ( 24.903,  92.147)     224108            73       6      14    76667
2011-121T21:19:52.6970Z [May 01] ( 24.848,  92.122)     135756           178       4      14    76667
2011-121T21:19:53.4794Z [May 01] ( 24.478,  89.815)     758698           393      20      62    76667
2011-121T21:19:57.0462Z [May 01] ( 24.913,  92.082)     251449           331       5      21    76667
2011-121T21:19:57.7587Z [May 01] ( 25.016,  92.106)      97275           136       7      16    76667
2011-121T21:19:58.4567Z [May 01] ( 25.052,  90.787)     710057           213      11      43    76667
2011-121T21:20:00.3476Z [May 01] ( 25.082,  92.098)      27847            75       3       6    76667
2011-121T21:20:00.6537Z [May 01] ( 24.808,  92.114)     162667           163       5      19    76667
2011-121T21:20:01.3325Z [May 01] ( 24.975,  90.809)     171163           359       6      20    76667
2011-121T21:20:01.5868Z [May 01] ( 24.495,  89.812)      22329             0       1       3    76667
2011-121T21:20:01.9180Z [May 01] ( 24.975,  92.145)      23687           157       4       5    76667
2011-121T21:20:02.0878Z [May 01] ( 25.118,  92.021)    2439033          1092      58     214    76667
2011-121T21:20:02.3190Z [May 01] ( 26.347,  92.290)     479589           342       6      43    76667
2011-121T21:20:06.9923Z [May 01] ( 24.997,  92.143)      92558           105       3       9    76667
2011-121T21:20:07.2445Z [May 01] ( 25.278,  92.182)     119538           211       4      12    76667
2011-121T21:20:07.3089Z [May 01] ( 25.291,  92.214)     121662           268       4      14    76667
2011-121T21:20:07.4541Z [May 01] ( 24.977,  92.080)      24315            50       4       4    76667
2011-121T21:20:07.8159Z [May 01] ( 25.066,  92.125)      55746           141       5      10    76667
2011-121T21:20:08.9636Z [May 01] ( 24.838,  92.086)     501082           266      19      52    76667
2011-121T21:20:11.3088Z [May 01] ( 25.031,  92.137)       9054            25       2       2    76667
2011-121T21:20:12.3726Z [May 01] ( 24.481,  90.047)     107167           169       9      20    76667
2011-121T21:20:14.9183Z [May 01] ( 25.038,  92.182)     110980            57       2       9    76667
2011-121T21:20:15.1585Z [May 01] ( 25.069,  92.103)      11135             0       1       2    76667
2011-121T21:20:19.0796Z [May 01] ( 25.000,  92.189)     111291            87       7      18    76667
2011-121T21:20:20.7916Z [May 01] ( 25.005,  92.136)      18794             0       1       4    76667
2011-121T21:20:22.8971Z [May 01] ( 24.845,  92.132)     119760           275       5      15    76667
2011-121T21:20:23.2177Z [May 01] ( 25.008,  92.146)       9740             0       1       2    76667
2011-121T21:20:26.3222Z [May 01] ( 25.413,  92.367)     654329           617      18      78    76667
2011-121T21:20:26.7483Z [May 01] ( 25.400,  92.298)      72327           215       3      13    76667
2011-121T21:20:29.0864Z [May 01] ( 25.079,  92.108)      66384             0       1       6    76667
2011-121T21:20:29.4503Z [May 01] ( 24.859,  92.190)      74459           152       4      11    76667
2011-121T21:20:30.0161Z [May 01] ( 24.989,  92.098)      73110           238       9      15    76667
2011-121T21:20:30.4814Z [May 01] ( 25.746,  92.434)     432839           547      17      67    76667
2011-121T21:20:30.5246Z [May 01] ( 25.690,  92.334)     450951           851      22      86    76667
2011-121T21:20:30.7573Z [May 01] ( 25.311,  92.185)     610069           583      11      48    76667
2011-121T21:20:33.9889Z [May 01] ( 24.920,  92.123)       9740             0       1       2    76667
2011-122T15:28:23.5253Z [May 02] ( 25.575,  89.274)      18557             0       1       3    76679
2011-122T15:28:25.2886Z [May 02] ( 25.574,  89.568)      71450           121       3       6    76679
2011-122T15:28:26.8087Z [May 02] ( 25.562,  89.648)     114340           191       5      10    76679
2011-122T15:28:28.5012Z [May 02] ( 25.678,  89.698)      16570            53       2       2    76679
2011-122T15:28:28.6298Z [May 02] ( 25.732,  89.747)      60055            62       4       8    76679
2011-122T15:28:28.8338Z [May 02] ( 25.587,  89.302)      17769             0       1       3    76679
2011-122T15:28:28.9092Z [May 02] ( 25.612,  89.639)     101855           102      10      15    76679
2011-122T15:28:30.2001Z [May 02] ( 25.582,  89.273)      44620            82       5       7    76679
2011-122T15:28:32.7674Z [May 02] ( 25.598,  89.679)     164813           125       5      20    76679
2011-122T15:28:35.1991Z [May 02] ( 25.565,  89.666)      39731           137       3       5    76679
2011-122T15:28:36.1659Z [May 02] ( 25.551,  89.328)     491764           412      21      49    76679
2011-122T15:28:36.2483Z [May 02] ( 25.690,  89.729)       5473             0       1       1    76679
2011-122T15:28:37.6859Z [May 02] ( 25.698,  89.709)      13596            43       3       3    76679
2011-122T15:28:37.8523Z [May 02] ( 25.601,  89.323)      38401            57       2       5    76679
2011-122T15:28:40.3733Z [May 02] ( 25.608,  89.663)      76487            30       4       8    76679
2011-122T15:28:40.6331Z [May 02] ( 25.612,  89.267)      66516             0       1       8    76679
2011-122T15:28:41.5070Z [May 02] ( 25.758,  90.042)      23171           116       3       4    76679
2011-122T15:28:41.9276Z [May 02] ( 25.572,  89.708)      31993            80       4       7    76679
2011-122T15:28:43.0361Z [May 02] ( 25.754,  89.753)      50076            82       5       9    76679
2011-122T15:28:43.2939Z [May 02] ( 25.579,  89.326)     288211           202      12      32    76679
2011-122T15:28:44.2215Z [May 02] ( 25.779,  90.043)      15700             0       1       1    76679
2011-122T15:28:44.8441Z [May 02] ( 25.610,  89.726)      69515             1       2      11    76679
2011-122T15:28:45.2703Z [May 02] ( 25.580,  89.640)      50526            64       6       7    76679
2011-122T15:28:46.9501Z [May 02] ( 25.567,  89.311)       4158             0       1       1    76679
2011-122T15:28:47.0285Z [May 02] ( 25.626,  89.314)     100351            34       2      12    76679
2011-122T15:28:47.5838Z [May 02] ( 25.641,  89.689)     490211           175       7      32    76679
2011-122T15:28:47.8059Z [May 02] ( 25.688,  89.771)      56440            55       6       9    76679
2011-122T15:28:49.0180Z [May 02] ( 25.816,  90.027)       6909             0       1       1    76679
2011-122T15:28:49.1270Z [May 02] ( 25.559,  89.643)      19143            34       3       4    76679
2011-122T15:28:49.1310Z [May 02] ( 25.709,  89.802)      12811            17       3       3    76679
2011-122T15:28:50.5039Z [May 02] ( 25.612,  89.653)     181050           188       9      22    76679
2011-122T15:28:51.3777Z [May 02] ( 25.547,  89.325)       8350             0       1       1    76679
2011-122T15:28:51.5139Z [May 02] ( 25.607,  89.336)      23685            30       2       4    76679
2011-122T15:28:51.6626Z [May 02] ( 25.730,  89.806)      12873            14       2       2    76679
2011-122T15:28:52.2963Z [May 02] ( 25.747,  90.079)       5473             0       1       1    76679
2011-122T15:28:52.3968Z [May 02] ( 25.622,  89.701)      49131            37       3       8    76679
2011-122T15:28:53.6124Z [May 02] ( 25.801,  90.030)       4158             0       1       1    76679
2011-122T15:28:54.9963Z [May 02] ( 25.614,  89.330)      46480            62       2       7    76679
2011-122T15:28:55.2274Z [May 02] ( 25.656,  89.634)       9694             0       1       2    76679
2011-122T15:28:55.2721Z [May 02] ( 25.691,  89.783)     189737           257      10      22    76679
2011-122T15:28:56.8153Z [May 02] ( 25.577,  89.318)      19056            71       2       3    76679
2011-122T15:28:57.4621Z [May 02] ( 25.657,  89.781)      51952           180       3       6    76679
2011-122T15:28:58.3319Z [May 02] ( 25.608,  89.368)     217805           196       7      20    76679
2011-122T15:28:58.4500Z [May 02] ( 25.714,  89.770)      62416           157       6       7    76679
2011-122T15:28:59.8610Z [May 02] ( 25.770,  90.068)      44872           340       3       6    76679
2011-122T15:29:01.4369Z [May 02] ( 25.658,  89.698)      31517           173       2       4    76679
2011-122T15:29:02.8549Z [May 02] ( 25.602,  89.316)      14986            85       2       2    76679
2011-122T15:29:02.8564Z [May 02] ( 25.690,  89.784)      48016           331       8       9    76679
2011-122T15:29:03.7017Z [May 02] ( 25.552,  89.329)       8221             0       1       1    76679
2011-122T15:29:04.8333Z [May 02] ( 25.584,  89.326)      24581             0       1       4    76679
2011-122T15:29:05.1715Z [May 02] ( 25.729,  89.818)     508097           261      11      35    76679
2011-122T15:29:06.2122Z [May 02] ( 25.567,  89.353)       4158             0       1       1    76679
2011-122T15:29:07.4815Z [May 02] ( 25.631,  89.342)     235068           128       6      25    76679
2011-122T15:29:09.0820Z [May 02] ( 25.572,  89.356)      34065           104       4       4    76679
2011-122T15:29:09.1016Z [May 02] ( 26.123,  90.593)      15728             0       1       3    76679
2011-122T15:29:11.3166Z [May 02] ( 25.655,  89.370)     147467           229       8      21    76679
2011-122T15:29:12.3925Z [May 02] ( 25.588,  89.352)      56341             1       2       6    76679
2011-122T15:29:15.3256Z [May 02] ( 25.613,  89.377)      31313           230       3       5    76679
2011-122T15:29:17.4115Z [May 02] ( 25.586,  89.385)       5556             0       1       1    76679
2011-122T15:29:17.9537Z [May 02] ( 25.627,  89.406)     339948           361       9      35    76679
2011-122T15:29:19.1984Z [May 02] ( 26.119,  90.603)       9694             0       1       2    76679
2011-122T15:29:21.1517Z [May 02] ( 25.568,  89.360)      14619             0       1       2    76679
2011-122T15:29:21.2467Z [May 02] ( 25.710,  89.711)      13923           144       2       3    76679
2011-122T15:29:26.0415Z [May 02] ( 25.885,  90.088)      39646            66       2       7    76679
2011-122T15:29:26.1596Z [May 02] ( 26.133,  90.620)      42007            76       3       5    76679
2011-122T15:29:29.6169Z [May 02] ( 25.733,  89.811)      11806             0       1       2    76679
2011-122T15:29:30.5103Z [May 02] ( 25.596,  89.369)      17404             1       2       2    76679
2011-122T15:29:31.9731Z [May 02] ( 25.788,  89.935)      95781           154       3       7    76679
2011-122T15:29:32.0143Z [May 02] ( 26.148,  90.633)      27814             0       1       3    76679
2011-122T15:29:32.8128Z [May 02] ( 25.669,  89.677)      34034           184       2       4    76679
2011-122T15:29:34.3384Z [May 02] ( 25.654,  89.410)      14604             9       2       2    76679
2011-122T15:29:34.6696Z [May 02] ( 25.596,  89.399)     155863           233       9      20    76679
2011-122T15:29:38.1504Z [May 02] ( 25.661,  89.728)       6250             0       1       1    76679
2011-122T15:29:38.4529Z [May 02] ( 25.597,  89.334)      17459            28       2       2    76679
2011-122T15:29:38.5962Z [May 02] ( 25.836,  90.128)      54187           107       6       7    76679
2011-122T15:29:38.8735Z [May 02] ( 25.699,  89.820)      11112             9       2       2    76679
2011-122T15:29:40.7750Z [May 02] ( 25.675,  89.788)      17376            71       2       3    76679
2011-122T15:29:41.5559Z [May 02] ( 26.160,  90.644)      18779            50       3       3    76679
2011-122T15:29:42.5172Z [May 02] ( 25.741,  89.826)      48032           125       5       7    76679
2011-122T15:29:44.1559Z [May 02] ( 25.604,  89.674)       4870             0       1       1    76679
2011-122T15:29:45.9910Z [May 02] ( 25.659,  89.400)      57805            14       2       8    76679
2011-122T15:29:46.1468Z [May 02] ( 25.786,  89.868)      26426           159       2       4    76679
2011-122T15:29:48.9221Z [May 02] ( 25.794,  90.148)      17376           143       2       3    76679
2011-122T15:29:49.6256Z [May 02] ( 25.640,  89.776)      93268           324       7      15    76679
2011-122T15:29:51.9713Z [May 02] ( 26.157,  90.661)      27911            90       2       5    76679
2011-122T15:29:52.4744Z [May 02] ( 25.603,  89.742)      46608           288       3       6    76679
2011-122T15:29:53.8924Z [May 02] ( 25.613,  89.430)     185629           284      10      28    76679
2011-122T15:29:54.8859Z [May 02] ( 25.818,  90.148)      20838           324       3       3    76679
2011-122T15:30:03.0541Z [May 02] ( 25.637,  89.802)      52818            46       2       7    76679
2011-122T15:30:03.1023Z [May 02] ( 25.686,  89.798)      10434             0       1       2    76679
2011-122T15:30:03.9224Z [May 02] ( 25.705,  89.854)      21570            46       2       4    76679
2011-122T15:30:06.2340Z [May 02] ( 25.770,  89.930)      51472            14       3       7    76679
2011-122T20:23:12.8530Z [May 02] ( 26.184,  91.103)     184326           294       9      27    76682
2011-122T20:23:31.9573Z [May 02] ( 26.329,  91.183)      72634             3       3       9    76682
2011-122T20:23:33.1155Z [May 02] ( 26.750,  92.031)     683578           318      25      77    76682
2011-122T20:23:33.4914Z [May 02] ( 26.726,  91.309)      58864           150       6      10    76682
2011-122T20:23:44.7340Z [May 02] ( 26.180,  91.181)      15130             0       1       2    76682
2011-122T20:23:45.2747Z [May 02] ( 26.248,  91.147)      65232           289       5       9    76682
2011-122T20:23:48.9399Z [May 02] ( 26.547,  91.391)      89297            58       6      10    76682
2011-123T14:31:59.7434Z [May 03] ( 22.239,  87.506)      12010             0       1       3    76694
2011-123T14:31:59.8956Z [May 03] ( 22.463,  87.745)     277730           428      12      36    76694
2011-123T14:31:59.9459Z [May 03] ( 22.374,  88.004)       9399             0       1       2    76694
2011-123T14:32:02.0227Z [May 03] ( 22.608,  88.038)     392305           514      22      50    76694
2011-123T14:32:02.4720Z [May 03] ( 22.401,  88.096)       9399             0       1       2    76694
2011-123T14:32:03.2835Z [May 03] ( 22.517,  88.080)      90056           204       6      12    76694
2011-123T14:32:04.5172Z [May 03] ( 22.423,  88.049)      13694            82       2       2    76694
2011-123T14:32:05.5252Z [May 03] ( 22.537,  88.049)       5536             0       1       1    76694
2011-123T14:32:05.6146Z [May 03] ( 22.531,  88.125)       9631             0       1       2    76694
2011-123T14:32:06.2860Z [May 03] ( 22.463,  88.100)      16674           118       3       4    76694
2011-123T14:32:06.8372Z [May 03] ( 22.383,  88.035)      29550             2       2       4    76694
2011-123T14:32:08.4382Z [May 03] ( 22.501,  87.932)     565697           410      23      64    76694
2011-123T14:32:09.1990Z [May 03] ( 22.460,  88.047)      15248             0       1       2    76694
2011-123T14:32:09.2045Z [May 03] ( 22.575,  88.075)      53429           216       9      10    76694
2011-123T14:32:09.6111Z [May 03] ( 22.409,  87.996)      32035            80       2       5    76694
2011-123T14:32:09.8814Z [May 03] ( 22.440,  88.137)       5536             0       1       1    76694
2011-123T14:32:10.6171Z [May 03] ( 22.538,  88.084)      64754           406      15      15    76694
2011-123T14:32:11.1472Z [May 03] ( 22.578,  88.025)      22652           114       4       4    76694
2011-123T14:32:11.2457Z [May 03] ( 22.494,  88.117)      35067           322       4       6    76694
2011-123T14:32:12.9517Z [May 03] ( 22.596,  87.970)     107418           134       9      18    76694
2011-123T14:32:13.3532Z [May 03] ( 22.359,  88.005)      37689            51       2       6    76694
2011-123T14:32:13.6557Z [May 03] ( 22.360,  88.089)      51026           168       3       8    76694
2011-123T14:32:14.0743Z [May 03] ( 22.450,  88.007)      98156           684      10      17    76694
2011-123T14:32:15.0773Z [May 03] ( 22.546,  88.061)     123274           348       8      20    76694
2011-123T14:32:15.0969Z [May 03] ( 22.471,  88.087)       5536             0       1       1    76694
2011-123T14:32:15.6446Z [May 03] ( 22.320,  87.773)     528591           607      21      58    76694
2011-123T14:32:16.1713Z [May 03] ( 22.548,  88.186)     238491           254       9      25    76694
2011-123T14:32:16.3411Z [May 03] ( 22.518,  88.103)      50217           236       5       9    76694
2011-123T14:32:17.0396Z [May 03] ( 23.824,  87.834)      69168            28       5      11    76694
2011-123T14:32:17.5069Z [May 03] ( 22.425,  88.071)      18919            48       2       4    76694
2011-123T14:32:18.1265Z [May 03] ( 22.589,  88.055)    1058392           848      35     116    76694
2011-123T14:32:18.2928Z [May 03] ( 22.496,  88.068)      32481           379       4       7    76694
2011-123T14:32:20.2747Z [May 03] ( 22.378,  87.567)     397040           659      29      67    76694
2011-123T14:32:20.2948Z [May 03] ( 22.403,  88.014)      62364            81       3      11    76694
2011-123T14:32:20.3536Z [May 03] ( 22.422,  88.125)      43957           245       5       7    76694
2011-123T14:32:20.4717Z [May 03] ( 22.548,  87.902)     818107           571      22      79    76694
2011-123T14:32:20.6169Z [May 03] ( 22.316,  87.606)      94893            30       7      15    76694
2011-123T14:32:21.2380Z [May 03] ( 22.732,  89.101)     150816           245       5      24    76694
2011-123T14:32:21.8863Z [May 03] ( 22.485,  88.142)      75563           266       5      10    76694
2011-123T14:32:22.1069Z [May 03] ( 22.474,  88.067)       8885             0       1       2    76694
2011-123T14:32:22.2089Z [May 03] ( 22.557,  88.121)     228385           277      18      41    76694
2011-123T14:32:22.4219Z [May 03] ( 22.651,  88.970)       4158             0       1       1    76694
2011-123T14:32:23.5516Z [May 03] ( 22.396,  87.733)     101338           213       7      16    76694
2011-123T14:32:23.5908Z [May 03] ( 22.385,  88.026)      27169            91       3       6    76694
2011-123T14:32:23.8219Z [May 03] ( 22.516,  88.065)      99044           261       6      16    76694
2011-123T14:32:24.9606Z [May 03] ( 22.506,  88.009)     106289           261       5      14    76694
2011-123T14:32:25.1108Z [May 03] ( 22.393,  88.081)       9631           132       2       2    76694
2011-123T14:32:25.3726Z [May 03] ( 22.591,  88.101)     253913           397      17      36    76694
2011-123T14:32:26.3234Z [May 03] ( 23.778,  87.947)      22117             1       2       3    76694
2011-123T14:32:26.4379Z [May 03] ( 22.461,  88.109)      86423           176       5      12    76694
2011-123T14:32:28.1264Z [May 03] ( 22.443,  87.951)     414571           359      15      49    76694
2011-123T14:32:28.5093Z [May 03] ( 22.574,  88.024)     403588           592      18      48    76694
2011-123T14:32:28.7188Z [May 03] ( 22.840,  89.269)      12748            10       2       3    76694
2011-123T14:32:30.4178Z [May 03] ( 22.558,  88.060)     352880           393      14      35    76694
2011-123T14:32:30.5002Z [May 03] ( 22.437,  87.849)     147300           524      11      26    76694
2011-123T14:32:30.7404Z [May 03] ( 22.566,  87.814)       9631             0       1       2    76694
2011-123T14:32:30.8710Z [May 03] ( 22.488,  88.066)      29717           111       7       7    76694
2011-123T14:32:30.9731Z [May 03] ( 22.368,  88.036)      13388            96       3       3    76694
2011-123T14:32:31.7695Z [May 03] ( 22.552,  88.134)      89862           138       6      17    76694
2011-123T14:32:32.0007Z [May 03] ( 22.460,  88.118)      19894           224       4       4    76694
2011-123T14:32:32.7223Z [May 03] ( 22.299,  87.971)      12171            11       2       3    76694
2011-123T14:32:32.8047Z [May 03] ( 22.460,  88.059)     170744           340       6      20    76694
2011-123T14:32:32.9047Z [May 03] ( 22.684,  87.990)    3645638           596      66     303    76694
2011-123T14:32:33.1750Z [May 03] ( 22.742,  88.193)     285170           106      12      37    76694
2011-123T14:32:33.2971Z [May 03] ( 22.863,  88.182)      43669           100       6      10    76694
2011-123T14:32:33.5529Z [May 03] ( 22.733,  89.222)      12980           279       2       3    76694
2011-123T14:32:33.6605Z [May 03] ( 22.401,  88.080)      19132            25       2       4    76694
2011-123T14:32:33.8414Z [May 03] ( 22.208,  87.552)      55418            21       2      14    76694
2011-123T14:32:34.3519Z [May 03] ( 22.427,  88.001)      95968           470      12      19    76694
2011-123T14:32:34.8278Z [May 03] ( 22.446,  88.155)      17533            12       2       4    76694
2011-123T14:32:34.9353Z [May 03] ( 22.663,  87.609)    1089793           551      54     193    76694
2011-123T14:32:35.1092Z [May 03] ( 23.764,  89.503)      43677           187       5      11    76694
2011-123T14:32:35.4474Z [May 03] ( 22.810,  87.718)     187484           161      18      39    76694
2011-123T14:32:35.4760Z [May 03] ( 22.564,  88.055)     118992           275       9      16    76694
2011-123T14:32:35.8951Z [May 03] ( 22.428,  88.117)      61745           248       6      10    76694
2011-123T14:32:36.7529Z [May 03] ( 22.522,  88.102)     224369           399      15      37    76694
2011-123T14:32:37.0589Z [May 03] ( 22.602,  87.967)     204853           657      15      35    76694
2011-123T14:32:37.6639Z [May 03] ( 24.477,  89.637)      12508            48       2       2    76694
2011-123T14:32:37.7750Z [May 03] ( 22.450,  88.091)      81390           646       7      15    76694
2011-123T14:32:37.9991Z [May 03] ( 22.372,  88.088)      12242            42       2       3    76694
2011-123T14:32:38.1920Z [May 03] ( 24.347,  89.425)      34140            48       2       6    76694
2011-123T14:32:38.8835Z [May 03] ( 22.393,  88.007)     144014           565      12      23    76694
2011-123T14:32:39.0197Z [May 03] ( 22.591,  88.073)     292983           443      14      36    76694
2011-123T14:32:39.0729Z [May 03] ( 24.523,  89.742)      16674           472       4       4    76694
2011-123T14:32:39.0981Z [May 03] ( 24.793,  89.572)     457542           524      19      54    76694
2011-123T14:32:39.6443Z [May 03] ( 22.576,  88.002)      89028           358       9      15    76694
2011-123T14:32:39.9377Z [May 03] ( 24.432,  89.751)       8885             0       1       2    76694
2011-123T14:32:40.4538Z [May 03] ( 24.357,  89.348)       4158             0       1       1    76694
2011-123T14:32:40.6021Z [May 03] ( 22.571,  88.127)      30086           120       3       6    76694
2011-123T14:32:40.9352Z [May 03] ( 22.380,  88.071)       8221             0       1       1    76694
2011-123T14:32:40.9372Z [May 03] ( 24.530,  89.727)       4158             0       1       1    76694
2011-123T14:32:41.3418Z [May 03] ( 22.524,  87.935)     127589           368      11      25    76694
2011-123T14:32:41.5443Z [May 03] ( 24.374,  89.361)     507228           171       6      64    76694
2011-123T14:32:41.8217Z [May 03] ( 24.516,  89.703)     103663           207       7      18    76694
2011-123T14:32:42.0558Z [May 03] ( 22.522,  88.135)      68456           415       7      11    76694
2011-123T14:32:42.1493Z [May 03] ( 22.469,  88.115)      50636           118       5       9    76694
2011-123T14:32:42.1689Z [May 03] ( 22.531,  88.194)     205047           445      14      30    76694
2011-123T14:32:42.6488Z [May 03] ( 24.502,  89.782)      16674           132       2       4    76694
2011-123T14:32:42.7543Z [May 03] ( 22.539,  88.020)     101115           569      14      19    76694
2011-123T14:32:43.2091Z [May 03] ( 24.291,  89.475)     398629            78       4      52    76694
2011-123T14:32:43.3397Z [May 03] ( 22.502,  88.064)      32314           125       3       5    76694
2011-123T14:32:44.0005Z [May 03] ( 24.508,  89.737)      10258             0       1       2    76694
2011-123T14:32:44.5342Z [May 03] ( 22.374,  88.024)       4158             0       1       1    76694
2011-123T14:32:44.5538Z [May 03] ( 22.564,  88.046)      82981           322       9      14    76694
2011-123T14:32:44.5769Z [May 03] ( 24.644,  89.444)    1029219           298      28     103    76694
2011-123T14:32:44.6683Z [May 03] ( 22.447,  88.125)      52080           216       4      11    76694
2011-123T14:32:44.9764Z [May 03] ( 23.738,  89.451)      54443           166       5      12    76694
2011-123T14:32:45.0819Z [May 03] ( 22.472,  87.974)     302599           379      18      40    76694
2011-123T14:32:45.3256Z [May 03] ( 24.494,  89.616)      30939             0       1       4    76694
2011-123T14:32:45.3899Z [May 03] ( 24.502,  89.804)      41927           252       3       9    76694
