Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2012-177T18:21:15.7962Z [Jun 25] ( 26.601,  90.284)      13886             0       1       2    83227
2012-177T18:21:16.0093Z [Jun 25] ( 26.503,  90.211)     117626           637      10      22    83227
2012-177T18:21:16.1846Z [Jun 25] ( 25.516,  91.118)      65528           173       3      10    83227
2012-177T18:21:16.5429Z [Jun 25] ( 26.670,  89.606)      80886           225       5      14    83227
2012-177T18:21:16.5856Z [Jun 25] ( 26.423,  89.859)      12811           266       3       3    83227
2012-177T18:21:17.0887Z [Jun 25] ( 26.524,  90.316)      41698           256       6       9    83227
2012-177T18:21:17.3450Z [Jun 25] ( 26.360,  89.932)     102822           257       5      14    83227
2012-177T18:21:17.4309Z [Jun 25] ( 26.553,  89.955)      84316           377       7      17    83227
2012-177T18:21:17.5113Z [Jun 25] ( 26.592,  89.589)      37274           347       6       9    83227
2012-177T18:21:17.5686Z [Jun 25] ( 26.565,  89.810)     463183           431      19      44    83227
2012-177T18:21:17.5811Z [Jun 25] ( 26.316,  89.702)     467364           488      16      59    83227
2012-177T18:21:17.6314Z [Jun 25] ( 26.461,  89.938)     181331            73       3      21    83227
2012-177T18:21:17.6475Z [Jun 25] ( 26.459,  90.021)      52601           184       5      12    83227
2012-177T18:21:17.8892Z [Jun 25] ( 26.445,  89.535)      16360            53       2       3    83227
2012-177T18:21:18.0917Z [Jun 25] ( 26.542,  90.689)     897770          1108      36     104    83227
2012-177T18:21:18.4082Z [Jun 25] ( 26.652,  90.272)      81258           519       6      14    83227
2012-177T18:21:18.7630Z [Jun 25] ( 26.549,  90.153)     316557           468      14      44    83227
2012-177T18:21:18.9278Z [Jun 25] ( 26.495,  89.625)      31157            65       3       6    83227
2012-177T18:21:18.9977Z [Jun 25] ( 26.551,  89.725)      62475           187       5      12    83227
2012-177T18:21:19.0509Z [Jun 25] ( 26.545,  90.253)      25838            84       3       6    83227
2012-177T18:21:19.1158Z [Jun 25] ( 26.364,  89.542)     156378           701      12      30    83227
2012-177T18:21:19.1836Z [Jun 25] ( 26.721,  89.248)       4158             0       1       1    83227
2012-177T18:21:19.2213Z [Jun 25] ( 26.707,  89.112)      39520            66       3       6    83227
2012-177T18:21:19.6992Z [Jun 25] ( 26.383,  90.514)     440337           281       5      39    83227
2012-177T18:21:19.9821Z [Jun 25] ( 26.541,  89.134)     314403           460      10      44    83227
2012-177T18:21:19.9931Z [Jun 25] ( 26.476,  89.898)      28775           128       4       5    83227
2012-177T18:21:20.1308Z [Jun 25] ( 26.382,  89.775)     130375           282       4      17    83227
2012-177T18:21:20.1560Z [Jun 25] ( 26.560,  90.282)      24181           302       4       6    83227
2012-177T18:21:20.3082Z [Jun 25] ( 26.453,  89.960)      10824             0       1       2    83227
2012-177T18:21:20.7484Z [Jun 25] ( 26.493,  90.232)      47798            93       3       9    83227
2012-177T18:21:20.8308Z [Jun 25] ( 26.494,  89.749)      27769            71       2       6    83227
2012-177T18:21:21.2052Z [Jun 25] ( 26.456,  89.821)     220434           623      17      35    83227
2012-177T18:21:22.0574Z [Jun 25] ( 26.493,  90.184)      33587            85       2       6    83227
2012-177T18:21:22.1042Z [Jun 25] ( 26.602,  90.258)     144417           570      17      28    83227
2012-177T18:21:22.2062Z [Jun 25] ( 26.427,  89.564)      13694             0       1       2    83227
2012-177T18:21:22.2901Z [Jun 25] ( 26.509,  89.944)      85862           252       5      12    83227
2012-177T18:21:22.4424Z [Jun 25] ( 26.407,  89.926)       8084             0       1       2    83227
2012-177T18:21:23.0474Z [Jun 25] ( 26.520,  90.280)      67186           454      10      15    83227
2012-177T18:21:23.1459Z [Jun 25] ( 26.602,  89.702)      86292            87       4      13    83227
2012-177T18:21:23.1926Z [Jun 25] ( 26.625,  89.084)      20505            71       2       4    83227
2012-177T18:21:23.2192Z [Jun 25] ( 26.601,  89.338)      47047           170       4      12    83227
2012-177T18:21:23.6760Z [Jun 25] ( 26.527,  90.463)      94863           477       8      23    83227
2012-177T18:21:23.9715Z [Jun 25] ( 26.456,  89.678)      71898           295       6      13    83227
2012-177T18:21:24.0268Z [Jun 25] ( 26.570,  89.884)      36241           243       6       9    83227
2012-177T18:21:24.4690Z [Jun 25] ( 26.509,  89.841)      65502           213       5      13    83227
2012-177T18:21:24.6248Z [Jun 25] ( 26.383,  89.887)      51005           238       4      12    83227
2012-177T18:21:24.7147Z [Jun 25] ( 26.321,  89.487)     232771           461      14      43    83227
2012-177T18:21:24.7268Z [Jun 25] ( 26.647,  90.222)      55938           306       5       9    83227
2012-177T18:21:25.1941Z [Jun 25] ( 26.419,  89.754)     195141           349      13      35    83227
2012-177T18:21:25.2142Z [Jun 25] ( 26.433,  89.927)      26655            16       2       6    83227
2012-177T18:21:25.3358Z [Jun 25] ( 26.538,  90.220)      59351           220       3       9    83227
2012-177T18:21:25.4810Z [Jun 25] ( 26.488,  90.013)      46029             0       1       6    83227
2012-177T18:21:25.4951Z [Jun 25] ( 26.482,  90.335)     105668           320       6      17    83227
2012-177T18:21:25.6383Z [Jun 25] ( 26.550,  90.342)     197062           331      11      31    83227
2012-177T18:21:25.8730Z [Jun 25] ( 26.328,  89.937)     433233           513      12      54    83227
2012-177T18:21:25.8870Z [Jun 25] ( 26.386,  89.810)     102228           196       6      18    83227
2012-177T18:21:25.9267Z [Jun 25] ( 26.489,  89.517)       4158             0       1       1    83227
2012-177T18:21:25.9659Z [Jun 25] ( 26.602,  89.118)     249228             3       3      21    83227
2012-177T18:21:26.2649Z [Jun 25] ( 26.640,  89.940)     188463           288       5      26    83227
2012-177T18:21:26.3760Z [Jun 25] ( 26.556,  89.185)       8885             0       1       2    83227
2012-177T18:21:26.5423Z [Jun 25] ( 26.379,  89.545)     175988           732       8      24    83227
2012-177T18:21:26.5765Z [Jun 25] ( 26.593,  90.182)      25029           245       4       6    83227
2012-177T18:21:26.5800Z [Jun 25] ( 26.472,  90.183)      30041           352       3       6    83227
2012-177T18:21:26.6714Z [Jun 25] ( 26.462,  90.745)    1048784           632      29     105    83227
2012-177T18:21:26.7644Z [Jun 25] ( 26.535,  89.624)      91143            37       2      10    83227
2012-177T18:21:27.4021Z [Jun 25] ( 26.484,  89.906)     184028           377       7      23    83227
2012-177T18:21:27.4433Z [Jun 25] ( 26.636,  90.271)      76735           389      11      16    83227
2012-177T18:21:27.9192Z [Jun 25] ( 26.494,  89.615)      29119           201       4       6    83227
2012-177T18:21:27.9931Z [Jun 25] ( 26.606,  88.977)      12010             0       1       3    83227
2012-177T18:21:28.0664Z [Jun 25] ( 26.436,  89.841)      67687           280       4      13    83227
2012-177T18:21:28.1775Z [Jun 25] ( 26.371,  89.909)      77978           153       2       9    83227
2012-177T18:21:28.3599Z [Jun 25] ( 26.331,  89.817)      99731           558       7      18    83227
2012-177T18:21:28.5317Z [Jun 25] ( 26.431,  89.593)      26409            44       2       5    83227
2012-177T18:21:28.6624Z [Jun 25] ( 26.493,  90.175)      59711            39       2       8    83227
2012-177T18:21:28.7182Z [Jun 25] ( 26.723,  89.828)     144328           304       7      26    83227
2012-177T18:21:28.8021Z [Jun 25] ( 26.551,  89.786)     354266           231       9      38    83227
2012-177T18:21:28.8488Z [Jun 25] ( 26.506,  90.237)      92642           150       5      12    83227
2012-177T18:21:28.9850Z [Jun 25] ( 25.378,  92.018)     217744           418      14      35    83227
2012-177T18:21:29.3659Z [Jun 25] ( 26.651,  89.869)      24827             0       1       4    83227
2012-177T18:21:29.4468Z [Jun 25] ( 26.605,  90.226)      21946           130       2       4    83227
2012-177T18:21:29.6347Z [Jun 25] ( 26.540,  89.996)     239594           136       3      17    83227
2012-177T18:21:30.1202Z [Jun 25] ( 26.410,  89.900)      76325            85       3      10    83227
2012-177T18:21:30.2201Z [Jun 25] ( 26.568,  90.303)     183077           374      10      25    83227
2012-177T18:21:30.2397Z [Jun 25] ( 26.379,  89.730)      86640           264       4      12    83227
2012-177T18:21:30.2508Z [Jun 25] ( 26.361,  89.641)      84625           401       8      16    83227
2012-177T18:21:30.4960Z [Jun 25] ( 26.643,  89.250)      21064           164       2       5    83227
2012-177T18:21:30.6317Z [Jun 25] ( 26.515,  89.208)     101180           283       6      15    83227
2012-177T18:21:31.5955Z [Jun 25] ( 26.426,  89.990)      39076            60       2       6    83227
2012-177T18:21:31.8241Z [Jun 25] ( 26.489,  90.226)     308085           714      22      50    83227
2012-177T18:21:31.8422Z [Jun 25] ( 26.407,  89.772)     490159           850      17      63    83227
2012-177T18:21:31.9246Z [Jun 25] ( 26.567,  89.835)      34507           113       5       8    83227
2012-177T18:21:32.1161Z [Jun 25] ( 25.509,  91.112)     181798           184       4      19    83227
2012-177T18:21:32.4598Z [Jun 25] ( 26.416,  89.510)       5536             0       1       1    83227
2012-177T18:21:32.7860Z [Jun 25] ( 26.444,  89.922)     348189           277      11      39    83227
2012-177T18:21:33.0493Z [Jun 25] ( 26.526,  89.685)     157682           366       7      25    83227
2012-177T18:21:33.3608Z [Jun 25] ( 26.519,  90.294)      28563           178       3       7    83227
2012-177T18:21:33.9191Z [Jun 25] ( 26.393,  89.895)      39964           113       5       9    83227
2012-177T18:21:34.1915Z [Jun 25] ( 26.524,  89.936)      16906           120       2       4    83227
2012-177T18:21:34.2306Z [Jun 25] ( 25.606,  91.172)     152573           558      12      30    83227
2012-177T18:21:34.4206Z [Jun 25] ( 26.696,  89.106)      31282            25       2       5    83227
2012-177T18:21:34.5100Z [Jun 25] ( 26.521,  89.828)     117137           406       8      24    83227
2012-177T18:21:34.5673Z [Jun 25] ( 26.505,  90.441)     271603           289      10      38    83227
2012-177T18:21:34.6357Z [Jun 25] ( 26.402,  89.698)      51204            98       5      10    83227
2012-177T18:21:34.7824Z [Jun 25] ( 26.447,  90.134)     510877           500      13      69    83227
2012-177T18:21:34.8683Z [Jun 25] ( 26.650,  90.294)     222389           542      12      37    83227
2012-177T18:21:35.0633Z [Jun 25] ( 26.482,  90.617)     320452           497      16      55    83227
2012-177T18:21:35.2030Z [Jun 25] ( 26.441,  90.310)     339375           428      16      52    83227
2012-177T18:21:35.2548Z [Jun 25] ( 26.482,  89.979)      89664           412       8      19    83227
2012-177T18:21:35.2764Z [Jun 25] ( 26.392,  89.972)      83670           227       5      12    83227
2012-177T18:21:35.3392Z [Jun 25] ( 26.622,  90.209)      94106           275      10      21    83227
2012-177T18:21:35.5432Z [Jun 25] ( 26.521,  90.231)      96726           248       7      16    83227
2012-177T18:21:35.6809Z [Jun 25] ( 26.345,  89.506)      85369           440      11      18    83227
2012-177T18:21:36.2578Z [Jun 25] ( 26.505,  90.776)     272031           247      11      41    83227
2012-177T18:21:36.4869Z [Jun 25] ( 26.490,  89.755)      71831            75       4      15    83227
2012-177T18:21:36.6477Z [Jun 25] ( 26.300,  89.882)     143358           215       6      16    83227
2012-177T18:21:36.8180Z [Jun 25] ( 26.504,  90.161)      14405             0       1       3    83227
2012-177T18:21:36.9417Z [Jun 25] ( 26.418,  89.845)      56503            71       4       9    83227
2012-177T18:21:36.9703Z [Jun 25] ( 26.389,  89.644)      19069            19       2       4    83227
2012-177T18:21:37.1170Z [Jun 25] ( 26.488,  90.268)      99124           413      16      21    83227
2012-177T18:21:37.4949Z [Jun 25] ( 26.314,  89.702)     359615           714      24      66    83227
2012-177T18:21:37.7617Z [Jun 25] ( 26.580,  89.716)      14173             0       1       3    83227
2012-177T18:21:37.7708Z [Jun 25] ( 26.478,  89.846)      40825           332       2       8    83227
2012-177T18:21:37.7723Z [Jun 25] ( 26.546,  89.941)      20023           227       4       5    83227
2012-177T18:21:37.9155Z [Jun 25] ( 26.534,  90.367)     218291           456       7      22    83227
2012-177T18:21:37.9979Z [Jun 25] ( 26.482,  89.612)      23878            34       2       5    83227
2012-177T18:21:38.0894Z [Jun 25] ( 26.464,  89.901)      28165            62       2       5    83227
2012-177T18:21:38.6427Z [Jun 25] ( 26.373,  89.925)      30046           157       3       6    83227
2012-177T18:21:39.2261Z [Jun 25] ( 25.446,  90.980)     283652           290       6      52    83227
2012-177T18:21:39.4467Z [Jun 25] ( 26.429,  89.659)     238499           472      15      36    83227
2012-177T18:21:39.8939Z [Jun 25] ( 26.554,  89.882)      18574             0       1       4    83227
2012-177T18:21:40.0482Z [Jun 25] ( 26.501,  90.208)     344237           196       8      40    83227
2012-177T18:21:40.3165Z [Jun 25] ( 26.433,  89.538)     172400           333      12      29    83227
2012-177T18:21:40.3738Z [Jun 25] ( 26.407,  89.800)      56052            52       3       9    83227
2012-177T18:21:40.4150Z [Jun 25] ( 26.576,  89.778)      64134           249       9      15    83227
2012-177T18:21:40.7466Z [Jun 25] ( 26.435,  90.215)      12980           146       3       3    83227
2012-177T18:21:41.3481Z [Jun 25] ( 26.676,  89.039)      37652            23       3       7    83227
2012-177T18:21:41.5647Z [Jun 25] ( 26.599,  90.229)     237425           420       6      24    83227
2012-177T18:21:41.6059Z [Jun 25] ( 26.497,  90.874)      47503           350       8      12    83227
2012-177T18:21:41.8652Z [Jun 25] ( 26.477,  90.741)     578035           481      14      57    83227
2012-177T18:21:41.8888Z [Jun 25] ( 26.579,  90.546)    1369478           717      25     131    83227
2012-177T18:21:41.9476Z [Jun 25] ( 26.329,  89.791)      27226           256       3       5    83227
2012-177T18:21:42.0572Z [Jun 25] ( 26.537,  89.832)       9399             0       1       2    83227
2012-177T18:21:42.1320Z [Jun 25] ( 26.541,  90.285)     447592           449      12      47    83227
2012-177T18:21:42.1823Z [Jun 25] ( 26.451,  89.834)       8084             0       1       2    83227
2012-177T18:21:42.2828Z [Jun 25] ( 26.560,  89.761)     125414           653      13      27    83227
2012-177T18:21:42.5009Z [Jun 25] ( 26.457,  89.599)      59772            25       3       7    83227
