Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2012-098T09:30:50.0551Z [Apr 07] ( 22.106,  88.901)     115582           340       6      13    81990
2012-098T09:30:50.2124Z [Apr 07] ( 21.989,  88.742)      70318           318       6       9    81990
2012-098T09:30:50.4164Z [Apr 07] ( 21.924,  88.850)      30775            71       2       3    81990
2012-098T09:30:52.3339Z [Apr 07] ( 22.055,  88.789)     116754            91       5      13    81990
2012-098T09:30:52.4093Z [Apr 07] ( 22.037,  88.562)      20645             0       1       2    81990
2012-098T09:30:54.0781Z [Apr 07] ( 21.696,  92.477)      90124             0       1       7    81990
2012-098T09:30:54.2229Z [Apr 07] ( 22.085,  88.757)      40038            89       3       6    81990
2012-098T09:30:54.9912Z [Apr 07] ( 22.078,  88.577)      69758           161       3       6    81990
2012-098T09:30:55.8560Z [Apr 07] ( 22.087,  88.901)     995097           750      24      79    81990
2012-098T09:30:56.0299Z [Apr 07] ( 22.160,  88.820)     181656            89       5      19    81990
2012-098T09:30:56.3520Z [Apr 07] ( 22.220,  88.943)     393483           302       9      29    81990
2012-098T09:30:58.2731Z [Apr 07] ( 22.023,  88.765)     128208           234       9      12    81990
2012-098T09:30:59.4368Z [Apr 07] ( 22.069,  88.828)     108801           428       7      14    81990
2012-098T09:30:59.6087Z [Apr 07] ( 21.930,  88.778)     190817           139       6      14    81990
2012-098T09:31:00.3700Z [Apr 07] ( 21.892,  88.971)     371057           515      14      28    81990
2012-098T09:31:01.1524Z [Apr 07] ( 21.689,  92.498)      79755           479       6       8    81990
2012-098T09:31:01.5997Z [Apr 07] ( 21.981,  88.621)     469566           277       7      30    81990
2012-098T09:31:03.3830Z [Apr 07] ( 22.147,  88.883)    1289187           273      21      94    81990
2012-098T09:31:04.7544Z [Apr 07] ( 21.707,  92.480)     204563             5       2      10    81990
2012-098T09:31:05.2755Z [Apr 07] ( 22.044,  88.849)     195494           114       5      16    81990
2012-098T09:31:06.1745Z [Apr 07] ( 22.061,  88.567)      83677           231       3       8    81990
2012-098T09:31:08.8192Z [Apr 07] ( 22.314,  92.383)   41503332          1054     102    1293    81990
2012-098T09:31:08.9031Z [Apr 07] ( 22.468,  92.145)    4380087          1090      58     328    81990
2012-098T09:31:08.9176Z [Apr 07] ( 22.056,  92.219)   22216190           764     178    1257    81990
2012-098T09:31:08.9624Z [Apr 07] ( 22.098,  88.820)     317934           864      10      28    81990
2012-098T09:31:09.0071Z [Apr 07] ( 22.030,  92.124)     258227            64       6      23    81990
2012-098T09:31:09.0412Z [Apr 07] ( 22.399,  92.121)    2655295           544      34     212    81990
2012-098T09:31:09.0624Z [Apr 07] ( 21.903,  92.060)    3693500           931      38     197    81990
2012-098T09:31:09.0624Z [Apr 07] ( 21.973,  92.083)    1354292           794      18      83    81990
2012-098T09:31:09.0644Z [Apr 07] ( 21.925,  92.127)     264567             2       2      28    81990
2012-098T09:31:09.1272Z [Apr 07] ( 21.940,  92.064)    3661800           732      40     198    81990
2012-098T09:31:11.3005Z [Apr 07] ( 21.659,  92.352)      35310           145       2       3    81990
2012-098T09:31:13.0734Z [Apr 07] ( 21.709,  92.481)     189948           180       4      14    81990
2012-098T09:31:17.1768Z [Apr 07] ( 21.715,  92.499)      64798           187       5       8    81990
2012-098T09:31:20.8064Z [Apr 07] ( 21.948,  92.465)     303857           198       7      30    81990
2012-098T09:31:22.6200Z [Apr 07] ( 21.715,  92.475)     143134             0       1       7    81990
2012-098T09:31:28.4641Z [Apr 07] ( 21.695,  92.487)      87272            92       3       9    81990
2012-098T09:31:31.0977Z [Apr 07] ( 21.645,  92.410)      54177             0       1       4    81990
2012-098T09:31:32.6304Z [Apr 07] ( 21.668,  92.489)     181778           138       4      13    81990
2012-098T09:31:42.0825Z [Apr 07] ( 21.704,  92.481)     388025           236       9      32    81990
2012-098T09:31:42.7860Z [Apr 07] ( 21.678,  92.331)      71347           164       5       7    81990
2012-098T09:31:52.3422Z [Apr 07] ( 21.723,  92.473)     169336           168       3      10    81990
2012-098T16:02:36.0915Z [Apr 07] ( 26.353,  91.175)     177611             2       2      22    81994
2012-098T16:02:41.9482Z [Apr 07] ( 26.251,  91.496)     994413           229      14      69    81994
2012-098T16:02:44.6859Z [Apr 07] ( 26.388,  91.193)      73357            23       4      14    81994
2012-098T16:02:49.2376Z [Apr 07] ( 26.232,  91.612)     281821           270      23      49    81994
2012-098T16:02:49.6491Z [Apr 07] ( 26.335,  91.521)      43880             0       1       9    81994
2012-098T16:02:50.1758Z [Apr 07] ( 26.181,  91.561)       4158             0       1       1    81994
2012-098T16:03:03.1836Z [Apr 07] ( 26.243,  91.463)     352377           316      17      66    81994
2012-098T16:03:06.5730Z [Apr 07] ( 26.280,  91.474)     232007           159       5      32    81994
2012-098T16:03:13.2925Z [Apr 07] ( 26.239,  91.511)    1278368           298      16     109    81994
2012-098T16:03:41.2273Z [Apr 07] ( 26.578,  91.839)     364130           241      17      40    81994
2012-098T16:03:45.2881Z [Apr 07] ( 26.209,  91.610)     813673           155      24      65    81994
2012-098T16:03:56.0653Z [Apr 07] ( 26.231,  91.513)     102975           306       5      18    81994
2012-098T16:03:57.7342Z [Apr 07] ( 26.344,  91.263)      18090             0       1       4    81994
2012-099T16:45:07.6115Z [Apr 08] ( 23.037,  88.682)     171207           306      18      30    82010
2012-099T16:45:21.1636Z [Apr 08] ( 21.811,  91.470)      67203           426       5      18    82010
2012-099T16:45:25.7023Z [Apr 08] ( 21.587,  91.743)      13603             0       1       3    82010
2012-099T16:45:26.4977Z [Apr 08] ( 22.025,  91.276)    1125917           275      16     109    82010
2012-099T16:45:26.6264Z [Apr 08] ( 21.452,  91.930)       8548             0       1       2    82010
2012-099T16:45:27.2439Z [Apr 08] ( 21.555,  91.954)      81851           145       5      13    82010
2012-099T16:45:30.3937Z [Apr 08] ( 21.533,  91.748)     706762           635      26      95    82010
2012-099T16:45:31.7238Z [Apr 08] ( 21.605,  91.734)     395033           426      16      68    82010
2012-099T16:45:32.2595Z [Apr 08] ( 21.591,  91.960)     616892           350      15      71    82010
2012-099T16:45:32.9218Z [Apr 08] ( 21.799,  91.592)     607949           427      15      76    82010
2012-099T16:45:32.9720Z [Apr 08] ( 21.802,  91.683)     396846           737      17      72    82010
2012-099T16:45:33.2725Z [Apr 08] ( 21.510,  91.974)     489772           508      13      56    82010
2012-099T16:45:33.9765Z [Apr 08] ( 21.891,  91.534)     486440           660      24      74    82010
2012-099T16:45:35.0418Z [Apr 08] ( 21.476,  91.925)     155763           159       6      16    82010
2012-099T16:45:36.0981Z [Apr 08] ( 21.550,  91.911)      37032           171       5      10    82010
2012-099T16:45:36.7463Z [Apr 08] ( 21.454,  91.969)      86408           207       2      11    82010
2012-099T16:45:37.8669Z [Apr 08] ( 21.522,  92.019)      26497            75       4       7    82010
2012-099T16:45:37.8795Z [Apr 08] ( 21.551,  91.948)     107867           320       9      19    82010
2012-099T16:45:38.8051Z [Apr 08] ( 21.525,  91.934)      30010             0       1       6    82010
2012-099T16:45:39.5664Z [Apr 08] ( 21.610,  91.757)     268015           211       8      37    82010
2012-099T16:45:39.9031Z [Apr 08] ( 21.816,  91.535)     170435           150       6      29    82010
2012-099T16:45:40.2880Z [Apr 08] ( 21.485,  91.982)      53320            96       2       8    82010
2012-099T16:45:41.1166Z [Apr 08] ( 23.019,  88.756)     884124           336      22      68    82010
2012-099T16:45:41.8131Z [Apr 08] ( 21.548,  91.915)      73453            71       4      13    82010
2012-099T16:45:41.9297Z [Apr 08] ( 21.558,  91.984)      45763           127       5       9    82010
2012-099T16:45:43.8241Z [Apr 08] ( 21.496,  91.952)      35078           196       5       9    82010
2012-099T16:45:44.1050Z [Apr 08] ( 21.398,  91.991)      14346            53       2       4    82010
2012-099T16:45:44.2643Z [Apr 08] ( 21.795,  91.369)      32169            36       4       9    82010
2012-099T16:45:44.6367Z [Apr 08] ( 21.891,  88.256)    2484895           275      32     107    82010
2012-099T16:45:44.7176Z [Apr 08] ( 21.900,  91.193)     289165           166      13      48    82010
2012-099T16:45:44.9859Z [Apr 08] ( 21.582,  91.746)     377041           535      15      64    82010
2012-099T16:45:45.8653Z [Apr 08] ( 21.463,  91.930)      89602            58       2      12    82010
2012-099T16:45:46.1713Z [Apr 08] ( 21.746,  91.591)     482432           689      21      81    82010
2012-099T16:45:46.5045Z [Apr 08] ( 21.543,  92.058)     182374           286      10      33    82010
2012-099T16:45:46.7749Z [Apr 08] ( 21.689,  91.535)     116075             0       1      25    82010
2012-099T16:45:47.2794Z [Apr 08] ( 21.820,  91.554)      57179            48       5       9    82010
2012-099T16:45:47.5176Z [Apr 08] ( 21.572,  91.952)     649906           344      16      86    82010
2012-099T16:45:48.2552Z [Apr 08] ( 23.102,  88.738)       6448             0       1       1    82010
2012-099T16:45:48.7638Z [Apr 08] ( 21.443,  91.674)     142887           349       7      25    82010
2012-099T16:45:49.6090Z [Apr 08] ( 21.550,  91.921)       7844             0       1       2    82010
2012-099T16:45:50.1120Z [Apr 08] ( 21.506,  91.947)      33746             0       1       7    82010
2012-099T16:45:50.3035Z [Apr 08] ( 21.446,  92.038)     252260           265      11      38    82010
2012-099T16:45:50.4311Z [Apr 08] ( 21.597,  91.727)      15017            56       2       4    82010
2012-099T16:45:51.3492Z [Apr 08] ( 21.495,  91.989)      29913            39       2       7    82010
2012-099T16:45:51.5446Z [Apr 08] ( 21.584,  91.736)       5715             0       1       1    82010
2012-099T16:45:52.9160Z [Apr 08] ( 21.531,  91.974)      95492           178       7      21    82010
2012-099T16:45:53.5245Z [Apr 08] ( 21.574,  91.737)     117971           161       6      20    82010
2012-099T16:45:54.8300Z [Apr 08] ( 21.646,  91.780)     424466           412      21      75    82010
2012-099T16:45:54.9285Z [Apr 08] ( 21.490,  91.912)     241269           194       7      25    82010
2012-099T16:45:56.5290Z [Apr 08] ( 21.484,  91.965)      76097            98       2      11    82010
2012-099T16:45:56.8210Z [Apr 08] ( 21.549,  91.931)     488327           264      10      49    82010
2012-099T16:45:57.6159Z [Apr 08] ( 21.443,  91.970)      82628             0       1       8    82010
2012-099T16:45:58.4450Z [Apr 08] ( 21.597,  91.734)      93552           254      11      24    82010
2012-099T16:45:59.1792Z [Apr 08] ( 21.953,  91.010)      23703            94       3       5    82010
2012-099T16:45:59.4923Z [Apr 08] ( 21.517,  91.985)     121252           191       8      25    82010
2012-099T16:46:01.4154Z [Apr 08] ( 21.593,  91.747)     135424           161       6      19    82010
2012-099T16:46:02.6098Z [Apr 08] ( 21.512,  91.933)     513022           363      22      66    82010
2012-099T16:46:04.0098Z [Apr 08] ( 21.618,  91.722)     137409           273       7      27    82010
2012-099T16:46:04.9500Z [Apr 08] ( 21.645,  91.452)     178304            14       2      37    82010
2012-099T16:46:05.0178Z [Apr 08] ( 21.539,  91.907)       4274             0       1       1    82010
2012-099T16:46:05.5033Z [Apr 08] ( 21.496,  91.987)      19924            71       3       5    82010
2012-099T16:46:06.7867Z [Apr 08] ( 21.521,  91.900)     561290           587      18      61    82010
2012-099T16:46:07.8218Z [Apr 08] ( 21.601,  91.740)     252682           241       8      32    82010
2012-099T16:46:10.1675Z [Apr 08] ( 21.477,  91.933)      51905            90       2       7    82010
2012-099T16:46:10.9876Z [Apr 08] ( 21.522,  91.886)      33007            46       2       6    82010
2012-099T16:46:12.0866Z [Apr 08] ( 21.471,  91.976)      35260             0       1       4    82010
2012-099T16:46:12.6454Z [Apr 08] ( 21.570,  91.761)     475029           191       9      39    82010
2012-099T16:46:16.8026Z [Apr 08] ( 21.479,  91.954)     301331           610      20      39    82010
2012-099T16:46:17.1915Z [Apr 08] ( 21.543,  91.753)      46766           125       3       6    82010
2012-099T16:46:18.2533Z [Apr 08] ( 21.589,  91.751)     114250           325      10      16    82010
2012-099T16:46:19.6890Z [Apr 08] ( 21.949,  91.011)       5025             0       1       1    82010
2012-099T16:46:19.9272Z [Apr 08] ( 21.484,  91.931)      25617             0       1       3    82010
2012-099T16:46:20.5699Z [Apr 08] ( 21.499,  91.919)      13653            30       3       3    82010
2012-099T16:46:21.8628Z [Apr 08] ( 21.455,  91.991)       6448             0       1       1    82010
2012-099T16:46:22.2010Z [Apr 08] ( 21.430,  92.018)      22882             2       2       4    82010
2012-099T16:46:23.0085Z [Apr 08] ( 21.588,  91.764)      96493           145       6      13    82010
2012-099T16:46:24.9854Z [Apr 08] ( 21.552,  91.702)     177035            98       2      27    82010
2012-099T16:46:26.6990Z [Apr 08] ( 21.496,  91.942)       7195             0       1       1    82010
2012-099T16:46:28.5643Z [Apr 08] ( 21.534,  91.782)     179222           161       9      19    82010
2012-099T16:46:29.7854Z [Apr 08] ( 21.481,  91.978)      20139             1       2       4    82010
2012-099T16:46:31.5295Z [Apr 08] ( 21.618,  91.775)     143011           206       9      18    82010
2012-099T16:46:32.8310Z [Apr 08] ( 21.628,  91.749)      69690            37       4       9    82010
2012-099T16:46:33.4953Z [Apr 08] ( 21.456,  92.035)      42072             0       1       3    82010
2012-099T16:46:33.5365Z [Apr 08] ( 21.715,  91.623)     379452           537      14      49    82010
2012-099T16:46:33.8697Z [Apr 08] ( 21.665,  91.595)     265778           182       2      34    82010
2012-099T16:46:34.7360Z [Apr 08] ( 21.525,  91.708)     231414           229      10      33    82010
2012-099T16:46:35.9968Z [Apr 08] ( 21.596,  91.749)      37115           162       5       6    82010
2012-099T16:46:36.1169Z [Apr 08] ( 21.822,  91.524)      34618             1       2       5    82010
2012-099T16:46:39.6385Z [Apr 08] ( 21.487,  91.942)      62648           141       6       9    82010
2012-099T16:46:40.4747Z [Apr 08] ( 21.545,  91.964)      20809           238       3       4    82010
2012-099T16:46:40.7254Z [Apr 08] ( 21.632,  91.734)      95259           159       6      13    82010
2012-099T16:46:41.8570Z [Apr 08] ( 21.888,  91.493)      17213           193       2       3    82010
2012-099T16:46:43.3555Z [Apr 08] ( 21.617,  91.758)      81323           512       6      15    82010
2012-099T16:46:47.1766Z [Apr 08] ( 21.571,  91.930)     290990           374      11      34    82010
2012-099T16:46:47.3017Z [Apr 08] ( 21.640,  91.740)      41420             0       1       4    82010
2012-099T16:46:49.0796Z [Apr 08] ( 21.529,  92.025)      25911           266       2       5    82010
2012-099T16:46:50.6213Z [Apr 08] ( 21.601,  91.919)     219292           270      10      35    82010
2012-099T16:46:50.6660Z [Apr 08] ( 21.683,  91.784)     191699           381      14      26    82010
2012-099T16:46:51.0278Z [Apr 08] ( 21.478,  91.990)      42678            51       3       7    82010
2012-099T16:46:51.0976Z [Apr 08] ( 21.856,  91.571)     284986           193      10      32    82010
2012-099T16:46:51.9408Z [Apr 08] ( 21.883,  91.574)      10051             3       2       2    82010
2012-099T16:46:52.2755Z [Apr 08] ( 21.538,  91.987)      10765             0       1       2    82010
2012-099T16:46:52.9599Z [Apr 08] ( 21.600,  91.969)     160031           273       8      22    82010
2012-099T16:46:53.0745Z [Apr 08] ( 21.631,  91.769)       5025             0       1       1    82010
2012-099T16:46:55.6081Z [Apr 08] ( 21.547,  91.908)       9342            80       2       2    82010
2012-099T16:46:56.3438Z [Apr 08] ( 21.792,  91.732)      17954            10       3       3    82010
2012-099T16:46:56.4564Z [Apr 08] ( 21.647,  91.479)       6448             0       1       1    82010
2012-099T16:46:59.6669Z [Apr 08] ( 21.624,  91.716)      22866            39       2       4    82010
2012-099T16:47:00.5980Z [Apr 08] ( 21.606,  92.011)      49658           168       3       7    82010
2012-099T16:47:01.6362Z [Apr 08] ( 21.628,  91.916)      10050           150       2       2    82010
2012-099T16:47:02.8236Z [Apr 08] ( 21.519,  91.947)     125813           298      10      20    82010
2012-100T09:16:37.5977Z [Apr 09] ( 23.352,  89.125)      62364             0       1       6    82021
2012-100T09:16:38.4193Z [Apr 09] ( 23.281,  89.274)     151439           370       6      12    82021
2012-100T09:16:40.5750Z [Apr 09] ( 23.249,  88.934)      86670           250       6       8    82021
2012-100T09:16:46.1061Z [Apr 09] ( 23.153,  89.757)      31529           213       3       3    82021
2012-100T09:16:47.1945Z [Apr 09] ( 23.388,  89.138)      60908            28       3       8    82021
2012-100T09:16:48.1453Z [Apr 09] ( 23.213,  90.010)     101360           279       8      12    82021
2012-100T09:16:48.6091Z [Apr 09] ( 23.193,  89.813)      23040             0       1       2    82021
2012-100T09:16:49.8156Z [Apr 09] ( 23.276,  89.142)      54010             0       1       3    82021
2012-100T09:16:51.7407Z [Apr 09] ( 23.158,  89.780)      30628             1       2       3    82021
2012-100T09:16:52.8562Z [Apr 09] ( 22.698,  90.278)     119479           178       5      10    82021
2012-100T09:16:54.5371Z [Apr 09] ( 23.265,  89.082)      54560             9       3       3    82021
2012-100T09:16:54.8095Z [Apr 09] ( 22.611,  90.318)      74323           123       5       7    82021
2012-100T09:16:55.9175Z [Apr 09] ( 23.151,  89.700)      68321            20       2       5    82021
2012-100T09:16:56.3602Z [Apr 09] ( 23.277,  89.497)      60172            39       2       5    82021
2012-100T09:16:56.7683Z [Apr 09] ( 23.275,  89.055)      48645            46       2       4    82021
2012-100T09:16:57.8356Z [Apr 09] ( 22.639,  90.310)      47769            33       3       6    82021
2012-100T09:16:58.9617Z [Apr 09] ( 23.280,  89.884)      34440             0       1       3    82021
2012-100T09:17:01.8496Z [Apr 09] ( 22.841,  90.046)      90270           207       6       9    82021
2012-100T09:17:02.5265Z [Apr 09] ( 23.293,  89.560)      58705            74       2       5    82021
2012-100T09:17:02.8722Z [Apr 09] ( 23.321,  88.979)      56976           110       2       5    82021
2012-100T09:17:03.3501Z [Apr 09] ( 23.015,  90.513)     553982           363      18      46    82021
2012-100T09:17:03.5611Z [Apr 09] ( 22.696,  90.357)     278426           342       4      16    82021
2012-100T09:17:04.2898Z [Apr 09] ( 23.229,  89.172)      97669            75       2       8    82021
2012-100T09:17:06.5515Z [Apr 09] ( 23.212,  90.024)     125857           569       8      13    82021
2012-100T09:17:07.3158Z [Apr 09] ( 23.306,  89.087)     226967           202      11      22    82021
2012-100T09:17:08.1088Z [Apr 09] ( 22.779,  90.144)      36015            66       3       3    82021
2012-100T09:17:09.8761Z [Apr 09] ( 23.146,  89.728)     324833           317      15      20    82021
2012-100T09:17:09.9837Z [Apr 09] ( 23.391,  89.497)     164050           129       2      16    82021
2012-100T09:17:13.5218Z [Apr 09] ( 23.215,  89.597)      33190             0       1       3    82021
2012-100T09:17:14.0143Z [Apr 09] ( 22.980,  90.107)      53232           123       2       4    82021
2012-100T09:17:14.2414Z [Apr 09] ( 23.269,  89.283)      28060            48       2       2    82021
2012-100T09:17:14.2560Z [Apr 09] ( 23.190,  89.992)      99551            99       3       9    82021
2012-100T09:17:14.4545Z [Apr 09] ( 23.283,  88.934)      78968             2       2       3    82021
2012-100T09:17:15.1580Z [Apr 09] ( 23.050,  91.368)      45565            84       5       7    82021
2012-100T09:17:15.7580Z [Apr 09] ( 23.306,  89.477)      46765           157       2       4    82021
2012-100T09:17:16.3630Z [Apr 09] ( 23.172,  89.819)      71987           208       4       7    82021
2012-100T09:17:16.9971Z [Apr 09] ( 24.043,  91.331)     649843           882      18      46    82021
2012-100T09:17:17.2851Z [Apr 09] ( 23.569,  91.683)      51909            25       2       6    82021
2012-100T09:17:17.8333Z [Apr 09] ( 22.821,  90.180)     748800           277      12      44    82021
2012-100T09:17:18.4418Z [Apr 09] ( 24.401,  91.079)      94091           231       8      11    82021
2012-100T09:17:18.6388Z [Apr 09] ( 23.318,  89.028)      24849             0       1       2    82021
2012-100T09:17:18.6619Z [Apr 09] ( 23.199,  90.023)     127060           279       7      12    82021
2012-100T09:17:19.2906Z [Apr 09] ( 22.857,  90.203)     250153           417       9      27    82021
2012-100T09:17:19.4715Z [Apr 09] ( 23.301,  89.294)      39502            57       2       4    82021
2012-100T09:17:19.8333Z [Apr 09] ( 23.869,  90.579)     484172           169       7      27    82021
2012-100T09:17:20.5026Z [Apr 09] ( 22.882,  90.239)     164642            30       4      15    82021
2012-100T09:17:20.9433Z [Apr 09] ( 22.848,  90.109)     882395           218       8      40    82021
2012-100T09:17:21.1383Z [Apr 09] ( 23.250,  89.712)     123784           113       4       8    82021
2012-100T09:17:22.4363Z [Apr 09] ( 23.299,  89.498)      42981             0       1       4    82021
2012-100T09:17:22.8428Z [Apr 09] ( 24.092,  91.191)      72738           145       4       8    82021
2012-100T09:17:23.5091Z [Apr 09] ( 23.970,  92.252)    6128604           261      21     159    82021
2012-100T09:17:23.9709Z [Apr 09] ( 23.819,  92.346)     164721             5       4      16    82021
2012-100T09:17:25.1814Z [Apr 09] ( 23.273,  89.097)     271133           368       7      14    82021
2012-100T09:17:26.1804Z [Apr 09] ( 23.297,  89.499)      19390             0       1       1    82021
2012-100T09:17:28.1930Z [Apr 09] ( 23.266,  89.690)      42238            37       2       4    82021
2012-100T09:17:29.0739Z [Apr 09] ( 23.191,  89.866)      15140             0       1       1    82021
2012-100T09:17:29.3854Z [Apr 09] ( 23.336,  91.893)     201572            41       3      11    82021
2012-100T09:17:29.5377Z [Apr 09] ( 23.301,  89.592)      28437             0       1       2    82021
2012-100T09:17:30.2055Z [Apr 09] ( 23.229,  90.017)     171631           329       6      13    82021
2012-100T09:17:30.9859Z [Apr 09] ( 23.312,  89.759)      26752             0       1       2    82021
2012-100T09:17:32.5708Z [Apr 09] ( 23.154,  89.778)      44689            26       2       4    82021
2012-100T09:17:32.7924Z [Apr 09] ( 24.062,  91.364)      58433            28       4       6    82021
2012-100T09:17:34.1210Z [Apr 09] ( 24.703,  90.761)     776117           163       5      46    82021
2012-100T09:17:34.1572Z [Apr 09] ( 23.563,  91.676)     104816           221       3      11    82021
2012-100T09:17:34.4934Z [Apr 09] ( 23.308,  89.161)      32376            30       3       3    82021
2012-100T09:17:34.7140Z [Apr 09] ( 23.192,  90.032)      75156            60       3       7    82021
2012-100T09:17:34.8642Z [Apr 09] ( 23.353,  89.073)      46517           137       5       6    82021
2012-100T09:17:34.9557Z [Apr 09] ( 22.867,  90.140)     190548           218      10      20    82021
2012-100T09:17:35.2959Z [Apr 09] ( 23.257,  89.740)      10650             0       1       1    82021
2012-100T09:17:35.9421Z [Apr 09] ( 22.887,  90.215)     100986             9       2       8    82021
2012-100T09:17:36.7175Z [Apr 09] ( 23.313,  89.831)      54392            83       3       7    82021
2012-100T09:17:38.1978Z [Apr 09] ( 23.197,  89.729)      15760             0       1       1    82021
2012-100T09:17:38.6958Z [Apr 09] ( 24.029,  91.327)     102329           379       5       9    82021
2012-100T09:17:39.4712Z [Apr 09] ( 22.822,  90.183)     147486           187       6      15    82021
2012-100T09:17:40.8873Z [Apr 09] ( 23.856,  92.169)     177921           100      10      16    82021
2012-100T09:17:41.0807Z [Apr 09] ( 23.336,  89.023)      74796            80       2       5    82021
2012-100T09:17:41.3531Z [Apr 09] ( 23.162,  89.789)      65592             0       1       3    82021
2012-100T09:17:41.4154Z [Apr 09] ( 23.268,  89.276)      69634           152       3       6    82021
2012-100T09:17:43.4998Z [Apr 09] ( 23.308,  89.621)     135682           189       5       8    82021
2012-100T09:17:44.0762Z [Apr 09] ( 23.225,  90.140)    1381096           412      19      73    82021
2012-100T09:17:44.0922Z [Apr 09] ( 23.214,  90.047)      32203            46       2       3    82021
2012-100T09:17:44.7138Z [Apr 09] ( 24.105,  91.221)     239921           137      12      23    82021
2012-100T09:17:45.8113Z [Apr 09] ( 23.259,  89.227)      35152             1       2       3    82021
2012-100T09:17:46.1977Z [Apr 09] ( 24.082,  91.368)     187797           196      11      17    82021
2012-100T09:17:46.7188Z [Apr 09] ( 24.669,  90.814)     313987           107      11      16    82021
2012-100T09:17:47.5982Z [Apr 09] ( 23.190,  89.810)     155422           191       8      14    82021
2012-100T09:17:47.8756Z [Apr 09] ( 23.300,  89.726)      33063            35       2       3    82021
2012-100T09:17:48.3073Z [Apr 09] ( 23.260,  89.694)      92605             1       2       6    82021
2012-100T09:17:49.3349Z [Apr 09] ( 23.565,  91.813)      34519            14       2       3    82021
2012-100T09:17:49.5298Z [Apr 09] ( 22.854,  90.119)     348111           304      13      26    82021
2012-100T09:17:50.3429Z [Apr 09] ( 23.257,  89.110)     217527            51       4      10    82021
2012-100T09:17:52.7705Z [Apr 09] ( 23.004,  90.138)     253995           252       6      19    82021
2012-100T09:17:55.0358Z [Apr 09] ( 23.201,  89.715)      42386            51       2       3    82021
2012-100T09:17:56.1584Z [Apr 09] ( 23.863,  92.063)     370943           537      21      41    82021
2012-100T09:17:56.7383Z [Apr 09] ( 23.296,  89.507)      39059             0       1       3    82021
2012-100T09:17:56.7654Z [Apr 09] ( 23.872,  91.892)      56433           214       3       8    82021
2012-100T09:17:56.8102Z [Apr 09] ( 23.151,  89.747)     127718            41       6       8    82021
2012-100T09:17:57.3920Z [Apr 09] ( 24.725,  90.804)     514116           229       5      26    82021
2012-100T09:17:57.7624Z [Apr 09] ( 22.855,  90.229)    2103589           317      23      81    82021
2012-100T09:17:57.8860Z [Apr 09] ( 23.580,  91.729)     161794           447       7      15    82021
2012-100T09:17:58.5558Z [Apr 09] ( 23.330,  89.058)      39590             1       2       3    82021
2012-100T09:17:58.9835Z [Apr 09] ( 23.305,  89.627)     173699           265       8      10    82021
2012-100T09:17:59.2523Z [Apr 09] ( 23.265,  89.999)      72454           112       4       9    82021
2012-100T09:17:59.9433Z [Apr 09] ( 23.462,  89.349)      47994            76       2       7    82021
2012-100T09:18:00.3749Z [Apr 09] ( 23.282,  89.101)      75295           234       3       6    82021
2012-100T09:18:00.7634Z [Apr 09] ( 22.842,  90.152)      53648            34       2       6    82021
2012-100T09:18:02.1814Z [Apr 09] ( 24.086,  91.387)     172940           286       7      16    82021
2012-100T09:18:04.8653Z [Apr 09] ( 24.053,  91.366)     175174           317       8      17    82021
2012-100T09:18:04.8814Z [Apr 09] ( 22.859,  90.068)     160183           191       6      12    82021
2012-100T09:18:09.9753Z [Apr 09] ( 22.812,  90.186)     170524            84       3      11    82021
2012-100T09:18:10.5718Z [Apr 09] ( 23.172,  89.655)     239795           298      11      25    82021
2012-100T09:18:10.6934Z [Apr 09] ( 23.289,  89.615)      67228            21       2       6    82021
2012-100T09:18:12.4230Z [Apr 09] ( 24.698,  90.840)    1837944           490      32     100    82021
2012-100T09:18:15.1355Z [Apr 09] ( 24.124,  91.461)     212870           254       7      21    82021
2012-100T09:18:15.7657Z [Apr 09] ( 23.826,  92.243)     961326           523      40      87    82021
2012-100T09:18:20.4194Z [Apr 09] ( 24.085,  91.408)     173047           309      10      15    82021
2012-100T09:18:21.2033Z [Apr 09] ( 23.223,  90.043)      54251             2       2       4    82021
2012-100T09:18:22.3369Z [Apr 09] ( 24.117,  91.278)      11370             0       1       1    82021
2012-100T09:18:22.8776Z [Apr 09] ( 24.760,  90.843)     164678           325       5      19    82021
2012-100T09:18:26.2902Z [Apr 09] ( 24.727,  90.845)      10380             0       1       1    82021
2012-100T09:18:27.8283Z [Apr 09] ( 23.564,  91.721)     356086           222       5      20    82021
2012-100T09:18:31.6544Z [Apr 09] ( 24.432,  91.128)     354939            89       8      22    82021
2012-100T09:18:35.4378Z [Apr 09] ( 23.641,  92.205)     560836           363      13      56    82021
2012-100T09:18:36.3116Z [Apr 09] ( 23.898,  92.120)     347988           287      13      32    82021
2012-100T09:18:37.9372Z [Apr 09] ( 24.685,  90.849)      48373           139       3       6    82021
2012-100T09:18:41.2226Z [Apr 09] ( 23.610,  91.731)     443776           367      10      27    82021
2012-100T15:49:18.0160Z [Apr 09] ( 22.166,  88.522)      24805           123       2       4    82025
2012-100T15:49:21.8727Z [Apr 09] ( 21.675,  88.887)      16360           159       3       3    82025
2012-100T15:49:22.0486Z [Apr 09] ( 21.723,  88.814)     419975           270       6      24    82025
2012-100T15:49:23.5129Z [Apr 09] ( 21.660,  88.847)     107736           107       7      15    82025
